,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,SC01Q01,SC02Q01,SC02Q02,SC02Q03,SC02Q04,SC03Q01,SC04Q01,SC05Q01,SC07Q01,SC07Q02,SC09Q11,SC09Q12,SC09Q21,SC09Q22,SC09Q31,SC09Q32,SC10Q11,SC10Q12,SC10Q61,SC10Q62,SC10Q21,SC10Q22,SC10Q41,SC10Q42,SC10Q51,SC10Q52,SC11Q01,SC11Q02,SC11Q03,SC13Q01,SC13Q02,SC13Q03,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,SC14Q11,SC14Q12,SC14Q13,SC15Q01,SC15Q02,SC15Q03,SC15Q04,SC16Q01,SC16Q02,SC16Q03,SC16Q04,SC16Q05,SC16Q06,SC16Q07,SC16Q08,SC16Q09,SC16Q10,SC16Q11,SC18Q01,SC18Q02,SC18Q03,SC18Q04,SC18Q05,SC18Q06,SC18Q07,SC18Q08,SC19Q01,SC19Q02,SC20Q01,SC21Q05,SC22Q01,SC22Q02,SC22Q03,SC22Q04,SC22Q05,SC22Q06,SC22Q07,SC22Q08,SC22Q09,SC22Q10,SC22Q11,SC22Q12,SC22Q13,SC22Q14,SC22Q15,SC22Q16,SC22Q17,SC22Q18,SC22Q19,SC23Q01,SC24Q01,SC25Q01,SC25Q02,SC25Q03,SC25Q04,SC25Q05,SC25Q06,SC25Q07,SC25Q08,SC25Q09,SC25Q10,SC25Q11,SC25Q12,SC26Q01,SC26Q02,SC26Q03,SC26Q04,SC27Q01,SC27Q02,SC28Q01,SC28Q02,SC29Q01,SC29Q02,SC30Q01,SC30Q02,SC30Q03,SC30Q04,SC31Q01,SC31Q02,SC31Q03,SC31Q04,SC31Q05,SC31Q06,SC31Q07,SC32Q01,SC32Q03,SC32Q04,SC32Q05,SC32Q06,SC32Q07,SC32Q08,SC33Q01A,SC33Q01B,SC33Q01C,SC33Q01D,SC33Q01E,SC33Q02A,SC33Q02B,SC33Q02C,SC33Q02D,SC33Q02E,SC33Q03A,SC33Q03B,SC33Q03C,SC33Q03D,SC33Q03E,SC33Q04A,SC33Q04B,SC33Q04C,SC33Q04D,SC33Q04E,SC33Q05A,SC33Q05B,SC33Q05C,SC33Q05D,SC33Q05E,SC33Q06A,SC33Q06B,SC33Q06C,SC33Q06D,SC33Q06E,SC33Q07A,SC33Q07B,SC33Q07C,SC33Q07D,SC33Q07E,SC33Q08A,SC33Q08B,SC33Q08C,SC33Q08D,SC33Q08E,SC33Q09A,SC33Q09B,SC33Q09C,SC33Q09D,SC33Q09E,SC33Q10A,SC33Q10B,SC33Q10C,SC33Q10D,SC33Q10E,SC33Q11A,SC33Q11B,SC33Q11C,SC33Q11D,SC33Q11E,SC33Q12A,SC33Q12B,SC33Q12C,SC33Q12D,SC33Q12E,SC34Q01,SC34Q02,SC34Q03,SC34Q04,SC34Q05,SC34Q06,SC34Q07,SC34Q08,SC34Q09,SC34Q10,SC34Q11,SC34Q12,SC34Q13,SC34Q14,SC34Q15,SC34Q16,SC34Q17,SC34Q18,SC34Q19,SC34Q20,SC34Q22,SC35Q01,SC35Q02,SC39Q01,SC39Q02,SC39Q03,SC39Q05,SC39Q06,SC39Q07,SC39Q08,SC39Q09,SC39Q10,SC40Q01,SC40Q02,SC40Q03,SC44Q01,SC44Q02,SC44Q03,SC44Q04,SC44Q05,SC44Q06,SC47Q01,SC45Q01,SC46Q01,SC46Q02,SC46Q03,SC46Q05,SC46Q04,SC46Q06,SC46Q09,SC52Q01,SC46Q07,SC46Q08,SC52Q02,SC51Q01,SC51Q02,ABGMATH,ASSESS,CLSIZE,COMPWEB,CREACTIV,LEADCOM,LEADINST,LEADPD,LEADTCH,MACTIV,MATHEXC,PCGIRLS,PROPCERT,PROPMA5A,PROPMATH,PROPQUAL,RATCMP15,RESPCUR,RESPRES,SCHAUTON,SCHLTYPE,SCHSEL,SCHSIZE,SCMATBUI,SCMATEDU,SMRATIO,STRATIO,STUDCLIM,TCFOCST,TCHPARTI,TCMORALE,TCSHORT,TEACCLIM,W_FSCHWT,SENWGT_SCQ,VER_SCQ
7564,France,2500000,FRA0001,OECD,France ,48,Private,,,,,Large City,Two or More,6,887.0,373.0,120.0,3.0,110.0,0.0,120.0,3.0,20.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,268.0,145.0,45.0,<10%,<10%,10-25%,Not at all,Not at all,Not at all,Very little,Very little,Very little,Very little,To some extent,Very little,Very little,To some extent,Very little,To some extent,For all classes,Not for any classes,For some classes,Not for any classes,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Both enrichment and remedial,Very little,Not at all,Very little,Not at all,Not at all,Very little,Very little,Not at all,Not at all,Very little,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,0.0,Many Parents,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Yes,Yes,No,Yes,A small change,A moderate change,A small change,A small change,A small change,A small change,A small change,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Once a month,3-4 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,3-4 times during the year,1-2 times during the year,1-2 times during the year,Once a month,3-4 times during the year,3-4 times during the year,1-2 times during the year,1-2 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,1-2 times during the year,1-2 times during the year,3-4 times during the year,25.0,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Likely,Not likely,Likely,Very likely,Likely,Likely,Available > 2 years,Yes,20-49 hours a year,20-49 hours a year,20-49 hours a year,1-4 hours a year,1-4 hours a year,Not at all,Not at all,Yes,No,No,No,33.0,1.2,One of these forms of ability grouping for all classes,,38.0,0.31,2.0,-0.3532,-1.2063,-1.4262,-1.0424,4.0,Both enrichment and remedial,0.296,0.905,,0.165,1.0,0.541,-0.81,0.15,0.8184,2.0,At least one always considered,1260.0,-0.763,-0.3482,63.0,10.37,0.8936,0.0095,1.6345,0.4686,-0.2817,-0.4382,13.7306,1.2077,22NOV13
7565,France,2500000,FRA0001,OECD,France ,49,Private,,,,,Town,Two or More,5,130.0,210.0,30.0,15.0,25.0,12.0,5.0,3.0,8.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,137.0,40.0,40.0,10-25%,26-50%,51-75%,Very little,Not at all,Not at all,Very little,Not at all,Not at all,Not at all,Not at all,Very little,Very little,Not at all,Not at all,Not at all,Not for any classes,Not for any classes,Not for any classes,For all classes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Both enrichment and remedial,Very little,Not at all,Very little,Not at all,Not at all,Very little,Very little,Not at all,Not at all,Not at all,Very little,Not at all,Not at all,Not at all,Not at all,To some extent,Not at all,Very little,Not at all,2.0,Minority of Parents,20.0,10.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,10.0,20.0,0.0,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Yes,Yes,No,Yes,No change,No change,A small change,A small change,A moderate change,A moderate change,A moderate change,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3-4 times during the year,Once a month,3-4 times during the year,Once a month,Once a month,Once a week,Once a month,3-4 times during the year,Once a week,More than once a week,Once a week,Did not occur,Once a week,Once a month,Once a month,1-2 times during the year,3-4 times during the year,Once a month,Did not occur,Did not occur,1-2 times during the year,20.0,0.0,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Not likely,Not likely,Likely,Likely,Very likely,Likely,Not available,No,,,,,,,,,,,,,,No ability grouping between any classes,5.0,33.0,1.0,2.0,0.3404,0.2753,0.1183,0.2118,4.0,Both enrichment and remedial,0.618,0.827,,0.24,0.173,0.292,-0.43,-0.36,0.3196,2.0,At least one always considered,340.0,1.3052,0.7524,37.778,9.067,0.8936,-0.6748,0.7801,0.0826,0.1524,0.8778,25.7697,2.2666,22NOV13
7566,France,2500000,FRA0001,OECD,France ,50,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.36,,,,,,,,,,,,,,,50.3605,4.4295,22NOV13
7567,France,2500000,FRA0001,OECD,France ,51,Public,,,,,Small Town,No Others,5,500.0,839.0,100.0,10.0,70.0,8.0,100.0,10.0,12.0,2.0,12.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,529.0,350.0,350.0,<10%,<10%,26-50%,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very little,Very little,Not at all,Very little,Very little,Not at all,Very little,For some classes,For some classes,Not for any classes,For all classes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remedial only,Very little,Very little,Very little,Very little,Not at all,Not at all,Very little,Very little,Very little,Very little,To some extent,Not at all,Not at all,Not at all,Very little,Very little,Very little,Not at all,Very little,4.0,Largely absent,30.0,30.0,30.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Yes,Yes,No,Yes,No change,A small change,A moderate change,A moderate change,A small change,A moderate change,A large change,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,More than once a week,Once a week,3-4 times during the year,More than once a week,1-2 times during the year,Once a week,Once a week,Once a week,Once a week,Once a week,Once a week,Once a month,Once a week,Once a month,Did not occur,1-2 times during the year,1-2 times during the year,1-2 times during the year,Did not occur,1-2 times during the year,3-4 times during the year,0.0,0.0,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,Available > 2 years,No,20-49 hours a year,Not at all,20-49 hours a year,1-4 hours a year,5-19 hours year,Not at all,Not at all,Yes,No,No,No,0.0,0.0,One of these forms of ability grouping between classes for s,,33.0,1.0,1.0,0.8948,0.2753,0.3739,0.6907,2.0,Either enrichment and remedial,0.627,0.705,0.731,0.124,1.0,0.662,-0.43,-0.62,-0.3533,3.0,At least one sometimes but neither always,1339.0,0.1539,0.4606,103.0,12.752,0.3493,-1.7632,1.2429,0.0826,-1.0911,0.0647,9.0357,0.7947,22NOV13
7568,France,2500000,FRA0001,OECD,France ,52,Public,,,,,Small Town,One Other,5,468.0,510.0,58.0,24.0,58.0,24.0,,,9.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,326.0,114.0,114.0,<10%,10-25%,>75%,Not at all,Not at all,Not at all,Very little,Not at all,Not at all,Very little,Very little,Very little,Very little,Not at all,Not at all,Not at all,Not for any classes,Not for any classes,Not for any classes,For all classes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Both enrichment and remedial,Not at all,Not at all,Very little,Very little,Not at all,Very little,Very little,Not at all,Not at all,Not at all,To some extent,Not at all,Not at all,Not at all,Very little,Very little,Very little,Very little,Very little,3.0,Largely absent,5.0,20.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,No,No,No,Yes,No change,No change,No change,No change,A small change,No change,No change,Never,Never,Never,Never,Never,Always,Sometimes,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,More than once a week,3-4 times during the year,1-2 times during the year,1-2 times during the year,3-4 times during the year,Once a month,More than once a week,Once a week,More than once a week,Once a week,Once a week,1-2 times during the year,More than once a week,More than once a week,Once a week,3-4 times during the year,1-2 times during the year,3-4 times during the year,1-2 times during the year,Did not occur,Did not occur,0.0,30.0,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Not likely,Not likely,Likely,Not likely,Very likely,Not likely,Available > 2 years,Yes,Not at all,Not at all,5-19 hours year,Not at all,Not at all,5-19 hours year,Not at all,Yes,No,No,No,0.0,0.0,No ability grouping between any classes,2.0,33.0,1.0,1.0,-0.0958,0.2753,1.7628,0.2118,4.0,Both enrichment and remedial,0.521,1.0,,0.136,,0.35,1.44,-0.56,-0.6029,3.0,Two factors are never considered,978.0,1.3052,0.224,102.947,13.971,0.8936,-1.7632,0.2924,1.4452,-0.2817,0.2464,11.2279,0.9876,22NOV13
7569,France,2500000,FRA0001,OECD,France ,53,Public,,,,,City,Two or More,5,648.0,1030.0,,,,,,,10.0,4.0,10.0,4.0,10.0,4.0,,,,,464.0,480.0,480.0,<10%,26-50%,>75%,Not at all,Not at all,Not at all,Very little,Very little,Very little,Very little,To some extent,To some extent,Very little,A lot,Very little,Very little,Not for any classes,Not for any classes,Not for any classes,For all classes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Both enrichment and remedial,To some extent,To some extent,To some extent,Very little,Very little,To some extent,Very little,Very little,A lot,A lot,To some extent,To some extent,Not at all,A lot,Very little,A lot,To some extent,Not at all,To some extent,,Largely absent,15.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,15.0,0.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,No,No,No,Yes,A small change,A small change,A moderate change,A small change,A moderate change,A moderate change,A large change,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3-4 times during the year,Once a week,Once a month,Once a month,Once a week,Did not occur,1-2 times during the year,Once a month,Once a month,Once a month,Once a month,Did not occur,1-2 times during the year,Once a month,Did not occur,Once a month,Did not occur,1-2 times during the year,Did not occur,Did not occur,Did not occur,10.0,20.0,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Likely,Not likely,Likely,Likely,Not likely,Not likely,Not available,No,Not at all,Not at all,5-19 hours year,Not at all,Not at all,Not at all,Not at all,Yes,No,No,No,0.0,0.0,No ability grouping between any classes,2.0,33.0,1.0,1.0,0.7162,-0.2137,-1.4262,-0.6535,3.0,Both enrichment and remedial,0.614,,1.0,,,1.034,-0.81,-0.56,-0.6029,3.0,At least one sometimes but neither always,1678.0,-0.763,-0.5214,139.833,,-1.0211,-1.2132,-0.1437,-2.1462,-0.2817,-1.831,12.3629,1.0874,22NOV13
7570,France,2500000,FRA0005,OECD,France ,54,Public,,,,,Village,No Others,3,184.0,220.0,,5.0,30.0,0.0,30.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,89.0,30.0,30.0,<10%,<10%,10-25%,Not at all,Not at all,Not at all,Very little,Very little,Not at all,Very little,Not at all,Very little,Very little,Not at all,To some extent,Not at all,Not for any classes,Not for any classes,For all classes,For all classes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Both enrichment and remedial,Very little,Not at all,Very little,Very little,Very little,Very little,Not at all,Very little,Not at all,Not at all,A lot,Very little,Not at all,To some extent,Very little,Very little,Very little,Very little,Not at all,10.0,Minority of Parents,20.0,20.0,20.0,20.0,0.0,0.0,,0.0,2.0,,0.0,0.0,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Yes,Yes,No,No,No change,A small change,A small change,A small change,A large change,A small change,A small change,Never,Never,Never,Never,Never,Always,Sometimes,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,Once a month,3-4 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,Once a month,3-4 times during the year,1-2 times during the year,More than once a week,3-4 times during the year,Once a month,1-2 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,3-4 times during the year,Did not occur,Did not occur,1-2 times during the year,70.0,100.0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Not likely,Not likely,Likely,Not likely,Likely,Not likely,Not available,No,Not at all,Not at all,Not at all,1-4 hours a year,1-4 hours a year,Not at all,Not at all,Yes,No,No,No,0.0,0.0,No ability grouping between any classes,,23.0,1.0,3.0,-0.3532,-0.8328,-0.3717,-0.6535,3.0,Both enrichment and remedial,0.545,,1.0,,,0.337,0.03,-0.62,-0.6029,3.0,Two factors are never considered,404.0,0.1539,0.224,115.429,,0.3493,0.0095,-0.1437,0.4686,-0.2817,-0.2762,107.3,9.4377,22NOV13
7571,France,2500000,FRA0004,OECD,France ,55,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.36,,,,,,,,,,,,,,,78.3223,6.8889,22NOV13
7572,France,2500000,FRA0001,OECD,France ,56,Private,,,,,Town,Two or More,5,,,82.0,35.0,78.0,33.0,82.0,35.0,9.0,5.0,9.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,375.0,180.0,180.0,10-25%,10-25%,26-50%,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not for any classes,Not for any classes,Not for any classes,For some classes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Both enrichment and remedial,Very little,Very little,Very little,Not at all,Not at all,Very little,Very little,Very little,To some extent,Not at all,Very little,Not at all,Not at all,Not at all,Not at all,Not at all,Very little,Very little,Very little,,Minority of Parents,,,,,,,,,,,,,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,No,No,No,No change,No change,No change,No change,No change,No change,A small change,Never,Never,Never,Never,Never,Never,Never,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,Once a month,1-2 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,Once a week,More than once a week,Once a week,Once a week,Once a month,3-4 times during the year,Did not occur,Once a week,1-2 times during the year,1-2 times during the year,Did not occur,3-4 times during the year,1-2 times during the year,Did not occur,Did not occur,Did not occur,0.0,0.0,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not likely,Not likely,Likely,Likely,Not likely,Not likely,Available > 2 years,Yes,20-49 hours a year,Not at all,20-49 hours a year,Not at all,Not at all,Not at all,Not at all,Yes,No,No,No,0.0,0.0,No ability grouping between any classes,5.0,33.0,1.0,2.0,-0.9829,0.2753,0.6627,-1.0424,3.0,Both enrichment and remedial,0.0,0.95,0.696,0.116,1.0,0.48,1.44,-0.62,-0.0586,,Two factors are never considered,,1.3052,1.976,,,0.3493,-1.2132,0.2924,0.0826,-1.0911,0.4389,8.8906,0.782,22NOV13
7573,France,2500000,FRA0001,OECD,France ,57,Public,,,,,Town,Two or More,5,557.0,240.0,83.0,9.0,49.0,5.0,57.0,7.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,154.0,244.0,244.0,10-25%,<10%,10-25%,Not at all,Not at all,Not at all,Not at all,Very little,Not at all,Not at all,Very little,Very little,Very little,Not at all,Not at all,Not at all,Not for any classes,Not for any classes,Not for any classes,For all classes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,Not at all,To some extent,Not at all,Not at all,To some extent,Very little,Very little,Very little,Very little,Not at all,9.6,Minority of Parents,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Yes,Yes,No,No,No change,No change,No change,No change,A small change,No change,A small change,Never,Never,Never,Sometimes,Never,Always,Sometimes,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,Once a month,3-4 times during the year,1-2 times during the year,Once a month,Did not occur,3-4 times during the year,Once a week,3-4 times during the year,3-4 times during the year,3-4 times during the year,Once a month,1-2 times during the year,Once a month,Did not occur,Did not occur,3-4 times during the year,Did not occur,1-2 times during the year,Did not occur,Did not occur,Did not occur,0.0,0.0,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,Available > 2 years,No,50 or more hours a year,Not at all,50 or more hours a year,Not at all,1-4 hours a year,Not at all,Not at all,Yes,No,No,No,25.0,0.0,No ability grouping between any classes,6.0,33.0,1.0,1.0,-0.9829,-1.2063,-0.3717,-0.6535,1.0,,0.301,0.589,1.0,0.051,0.691,1.584,0.03,-0.56,-0.3533,3.0,Two factors are never considered,797.0,1.3052,0.224,177.111,9.109,0.0882,-0.6748,0.7801,-0.7371,-1.0911,-0.1089,17.1226,1.506,22NOV13
