,CNTRYID,CNT,CNTSCHID,CNTSTUID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST_QQQ,ST016Q01NA,ST038Q01NA,ST038Q02NA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA
89,276.0,DEU,27600004.0,27602575.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
90,276.0,DEU,27600004.0,27611496.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,,3.0,1.0,1.0,1.0,3.0
91,276.0,DEU,27600004.0,27602938.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,2.0,1.0,1.0,1.0,1.0
92,276.0,DEU,27600004.0,27612071.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
93,276.0,DEU,27600004.0,27607956.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,3.0,3.0,1.0,1.0,1.0,3.0
94,276.0,DEU,27600004.0,27606688.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,2.0,2.0,1.0,2.0,1.0,1.0
95,276.0,DEU,27600004.0,27611501.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0
96,276.0,DEU,27600004.0,27609939.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,2.0,2.0,1.0,1.0,1.0,1.0
97,276.0,DEU,27600004.0,27610647.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
98,276.0,DEU,27600004.0,27612102.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,2.0,1.0,1.0,1.0,1.0,1.0
99,276.0,DEU,27600004.0,27600305.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,1.0,1.0,1.0,1.0,2.0
100,276.0,DEU,27600004.0,27604368.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
101,276.0,DEU,27600004.0,27601925.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
102,276.0,DEU,27600004.0,27607261.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,2.0,1.0,1.0,1.0,1.0
103,276.0,DEU,27600004.0,27611399.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
104,276.0,DEU,27600004.0,27605408.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
105,276.0,DEU,27600004.0,27605028.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
106,276.0,DEU,27600004.0,27604610.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
107,276.0,DEU,27600004.0,27601343.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
108,276.0,DEU,27600004.0,27609324.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
109,276.0,DEU,27600004.0,27601705.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,3.0,1.0,1.0,1.0,1.0
110,276.0,DEU,27600004.0,27601866.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,2.0
111,276.0,DEU,27600004.0,27608645.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
112,276.0,DEU,27600004.0,27610087.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0
113,276.0,DEU,27600005.0,27609342.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,1.0,1.0,1.0
114,276.0,DEU,27600005.0,27608667.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0
115,276.0,DEU,27600005.0,27611252.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,2.0
116,276.0,DEU,27600005.0,27611057.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,,1.0,1.0,1.0,,1.0
117,276.0,DEU,27600005.0,27600354.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
118,276.0,DEU,27600005.0,27605292.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
119,276.0,DEU,27600005.0,27609292.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
120,276.0,DEU,27600005.0,27602033.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
121,276.0,DEU,27600005.0,27600105.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,,,,,,
122,276.0,DEU,27600005.0,27611144.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
123,276.0,DEU,27600005.0,27604941.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
124,276.0,DEU,27600005.0,27603551.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
125,276.0,DEU,27600005.0,27604400.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,2.0,1.0,1.0
126,276.0,DEU,27600005.0,27610956.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
127,276.0,DEU,27600005.0,27608308.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,2.0,1.0,1.0,1.0,1.0
128,276.0,DEU,27600005.0,27603891.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
129,276.0,DEU,27600005.0,27606637.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
130,276.0,DEU,27600005.0,27609601.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,2.0,1.0,1.0
131,276.0,DEU,27600005.0,27602087.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,2.0,2.0,2.0,2.0,2.0,2.0
132,276.0,DEU,27600005.0,27602624.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
133,276.0,DEU,27600005.0,27603282.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
134,276.0,DEU,27600005.0,27604162.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
135,276.0,DEU,27600005.0,27603636.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
136,276.0,DEU,27600005.0,27600602.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,
137,276.0,DEU,27600005.0,27602633.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,1.0,1.0,1.0,1.0,2.0
138,276.0,DEU,27600005.0,27602003.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
139,276.0,DEU,27600005.0,27602180.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,1.0,1.0,1.0
140,276.0,DEU,27600005.0,27605665.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,2.0,2.0,1.0,1.0,2.0,2.0
141,276.0,DEU,27600006.0,27609368.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,2.0,2.0,1.0,2.0,1.0,2.0
142,276.0,DEU,27600006.0,27607455.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,2.0,1.0,1.0,1.0,3.0
143,276.0,DEU,27600006.0,27603950.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,2.0,2.0,1.0,1.0,1.0,2.0
144,276.0,DEU,27600006.0,27610316.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,2.0,1.0,1.0,1.0,1.0
145,276.0,DEU,27600006.0,27603874.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,1.0,1.0,3.0
146,276.0,DEU,27600006.0,27607941.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,2.0
147,276.0,DEU,27600006.0,27601967.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0
148,276.0,DEU,27600006.0,27600269.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0
149,276.0,DEU,27600006.0,27609413.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,2.0,3.0,1.0,2.0,2.0,2.0
150,276.0,DEU,27600006.0,27602050.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
151,276.0,DEU,27600006.0,27601383.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0
152,276.0,DEU,27600006.0,27604522.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
153,276.0,DEU,27600006.0,27611328.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,9.0,,,1.0,2.0,1.0,1.0,1.0,2.0
154,276.0,DEU,27600006.0,27605370.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,2.0
155,276.0,DEU,27600006.0,27600999.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,3.0,3.0,2.0,1.0,1.0,1.0
156,276.0,DEU,27600006.0,27606885.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,,,1.0,1.0,1.0,2.0,1.0,2.0
157,276.0,DEU,27600006.0,27600232.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,,,1.0,1.0,1.0,1.0,1.0,2.0
158,276.0,DEU,27600006.0,27608088.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
159,276.0,DEU,27600006.0,27604672.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0
160,276.0,DEU,27600006.0,27606541.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0
161,276.0,DEU,27600006.0,27605916.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0
162,276.0,DEU,27600006.0,27603415.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,7.0,,,2.0,1.0,1.0,1.0,1.0,1.0
